species	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Hygrohypnum_duriusculum	cbHygDuri1	2	31	99.8317	99.8642	0.135849	0.168337	NA	319397037	63858868	64118360	254891857	255927615	91.0424	95.0209	0.865226	0.865226
Hylocomiadelphus_triquetrus	cbHylTriq28	2	31	99.8324	99.859	0.140978	0.167637	NA	476231920	167341416	167678240	308412189	309032958	80.3222	97.7864	0.839631	0.839631
Hylocomiadelphus_triquetrus	cbHylTriq8	2	31	99.7669	99.8061	0.193892	0.233134	NA	507863141	190926697	191409088	316296483	317095631	69.0427	98.4306	1.01398	1.01398
Hylocomiadelphus_triquetrus	cbHylTriq9	2	31	99.8927	99.9567	0.043326	0.10734	NA	505200327	186978535	187507435	317509286	318407414	70.4854	99.0081	0.579851	0.579851
Hylocomiastrum_umbratum	cbHylUmbr1	1	31	NA	NA	NA	NA	NA	986940	667876	692325	301638	312680	41.7441	88.254	7.13457	7.13457
Hyocomium_armoricum	cbHyoArmo16	1	31	NA	NA	NA	NA	NA	325455736	66265425	66319140	259058511	259268503	91.8677	95.5788	0.269787	0.269787
Hypnum_andoi	cbHypAndo1	2	31	96.0682	97.3138	2.68617	3.93179	NA	3974815	3076949	3264315	783792	831520	45.8297	85.9874	7.79463	7.79463
Hypnum_cupressiforme	cbHypCupr5	1	31	NA	NA	NA	NA	NA	385514386	111509960	113689434	270309189	275592413	77.064	95.2948	1.54983	1.54983
Hypnum_jutlandicum	cbHypJutl1	2	31	97.8817	98.2284	1.77155	2.11825	NA	834557	401989	410536	423880	432892	63.3055	87.8848	9.3592	9.3592
Isopterygiella_pulchella	cbIsoPulc3	1	31	NA	NA	NA	NA	NA	605140658	220063271	220602625	384337629	385279604	84.3537	93.0497	0.690143	0.690143
Isothecium_alopecuroides	cbIsoAlop4	2	31	21.3706	100	0	78.6294	NA	95642	29609	30699	64335	66704	65.873	79.4099	8.92578	8.92578
Isothecium_holtii	cbIsoHolt1	1	31	NA	NA	NA	NA	NA	121880424	75881534	79281958	43385148	45329335	41.358	61.7711	4.52547	4.52547
Isothecium_myosuroides	cbIsoMyos1	2	31	99.8919	99.9077	0.0922822	0.108113	NA	386715274	105239978	105377987	281222064	281590851	86.2751	96.8529	0.729172	0.729172
Kiaeria_blyttii	cbKiaBlyt5	2	31	80.2484	100	0	19.7516	NA	140589888	39683210	39904145	100517480	101077108	86.5895	94.878	1.64235	1.64235
Kurzia_trichoclados	cjKurTric4	2	31	99.8429	99.9854	0.0145527	0.157108	NA	575656134	242078538	242801812	332720195	333714285	76.3616	97.7699	0.801511	0.801511
Lepidozia_cupressina	cjLepCupr1	2	31	99.7677	99.8614	0.138558	0.232324	NA	665342304	297265383	298380305	366833868	368209714	80.3961	98.5203	1.06935	1.06935
Lepidozia_reptans	cjLepRept2	2	31	99.6043	99.6991	0.300922	0.395656	NA	754772007	332207264	333454471	421153220	422734357	76.3548	97.2874	0.753215	0.753215
Leucobryum_glaucum	cbLeuGlau1	2	31	73.913	100	0	26.087	NA	192411024	67364895	67622771	124679254	125156532	77.7034	90.385	1.65223	1.65223
Leucobryum_juniperoideum	cbLeuJuni4	2	31	99.1427	99.2152	0.784773	0.857287	NA	529578952	182641434	184737926	343932563	347880473	72.4779	97.0131	1.68254	1.68254
Lewinskya_affinis	cbLewAffi3	1	31	NA	NA	NA	NA	NA	272194978	39273408	39392170	232511256	233214362	88.8131	94.3512	1.39011	1.39011
Lewinskya_rupestris	cbLewRupe4	1	31	NA	NA	NA	NA	NA	257891987	45523584	45684447	211914360	212663187	88.2855	93.9859	0.985939	0.985939
Lewinskya_speciosa	cbLewSpec2	2	31	93.6361	94.4254	5.57456	6.36387	NA	255784260	62591057	62791827	192784282	193402665	88.4836	91.8856	1.43054	1.43054
Loeskeobryum_brevirostre	cbLoeBrev3	2	31	99.913	99.9279	0.0721156	0.0869669	NA	375542338	104724149	104863188	270569221	270928448	86.5562	96.8598	0.665498	0.665498
Lophocolea_bispinosa	cjLopBisp2	2	31	99.5001	99.5472	0.452756	0.49993	NA	300340261	96129176	96329912	203898154	204323932	88.7014	98.2862	0.889993	0.889993
Lophozia_ventricosa	cjLopVent2	2	31	93.9381	94.561	5.43903	6.06195	NA	472334249	196544117	197319011	274862676	275946350	79.998	90.8564	0.480344	0.480344
Lunularia_cruciata	cmLunCruc20	2	31	99.7853	99.8787	0.121336	0.214731	NA	622687940	242308619	243132101	379324808	380613936	82.3394	98.8094	0.534264	0.534264
Lunularia_cruciata	cmLunCruc55	2	31	99.8294	99.9058	0.0941725	0.170573	NA	627881157	238451075	239388384	388200868	389726818	82.2892	99.2098	0.768651	0.768651
Lunularia_cruciata	cmLunCruc9	2	31	96.5913	97.2259	2.7741	3.40872	NA	15957964	13605542	14125700	2058608	2137311	24.9467	83.7602	4.37139	4.37139
Marchantia_polymorpha	cmMarPoly1	1	31	NA	NA	NA	NA	NA	277085426	97359029	97640075	179327616	179845282	84.981	92.5466	0.604973	0.604973
Marchantia_quadrata	cmMarQuad2	2	31	85.5323	100	0	14.4677	NA	490257435	360631145	370210931	123283201	126558090	51.3564	82.2897	0.709526	0.709526
Marsupella_aquatica	cjMarAqua2	2	31	80.7285	100	0	19.2715	NA	114925637	53550276	54887729	59975160	61473079	63.3571	82.2858	2.73053	2.73053
Marsupella_emarginata	cjMarEmar2	2	31	94.5751	94.764	5.23601	5.42494	NA	264123449	108845702	109150716	154908710	155342804	80.8636	95.2635	1.23649	1.23649
Mastigophora_woodsii	cjMasWood2	1	31	NA	NA	NA	NA	NA	858060739	605094764	639266933	230032053	243022901	38.4425	78.5055	2.12291	2.12291
Mesoptychia_bantriensis	cjMesBant3	2	31	93.331	94.9303	5.06974	6.66903	NA	382886407	198446607	204586217	178694610	184223126	75.4768	93.0685	2.26951	2.26951
Metzgeria_conjugata	cjMetConj3	2	31	93.3035	96.3511	3.64887	6.69653	NA	391194103	230772132	242221920	151176133	158676755	67.4589	90.9767	1.76091	1.76091
Metzgeria_furcata	cjMetFurc1	2	31	98.5016	99.4507	0.549278	1.49838	NA	165412168	132365378	142092715	27384924	29397402	23.9058	93.5378	2.25565	2.25565
Metzgeria_violacea	cjMetViol5	2	31	97.0762	97.2289	2.7711	2.92377	NA	47565759	18569886	18870291	28617262	29080203	79.6672	84.1215	4.4616	4.4616
Mnium_stellare	cbMniStel1	2	31	99.487	99.5657	0.434312	0.513012	NA	1140827513	636135129	639495832	501694724	504345177	73.5079	92.6169	0.514557	0.514557
Nardia_scalaris	cjNarScal3	2	31	93.7081	95.7231	4.27692	6.29187	NA	243981911	145663496	146849569	97333120	98125660	70.4687	84.6163	1.72317	1.72317
Neckera_pumila	cbNecPumi1	2	31	99.6637	99.7553	0.244735	0.336284	NA	387263053	91072213	91427443	295438508	296590876	79.8246	97.5025	1.11171	1.11171
Neoorthocaulis_attenuatus	cjNeoAtte2	2	31	99.6287	99.6704	0.329631	0.37126	NA	862621406	355365157	356774786	505552126	507557502	80.0341	97.7074	0.530927	0.530927
Neoorthocaulis_floerkei	cjNeoFloe26	2	31	96.9763	97.6696	2.33043	3.0237	NA	1216094	978529	1017082	214517	222968	56.1922	74.1732	7.58937	7.58937
Niphotrichum_ericoides	cbNipEric2	2	31	99.5205	99.5551	0.444853	0.479459	NA	222905793	52861575	53042123	169664849	170244335	79.8532	90.4575	1.0342	1.0342
Nowellia_curvifolia	cjNowCurv2	1	31	NA	NA	NA	NA	NA	82776312	9889524	10005799	72405826	73257130	83.4944	86.8077	3.06309	3.06309
Odontoschisma_sphagni	cjOdoSpha1	1	31	NA	NA	NA	NA	NA	605475916	275093686	276350754	329005131	330508554	70.5638	91.0959	1.4285	1.4285
Oedipodium_griffithianum	cbOedGrif2	1	31	NA	NA	NA	NA	NA	271672058	85301097	85492112	186067462	186484124	86.1873	97.0564	1.74977	1.74977
Oligotrichum_hercynicum	cbOliHerc1	1	31	NA	NA	NA	NA	NA	375302301	111448654	111815012	263238815	264104143	87.891	94.5375	0.405382	0.405382
Orthothecium_rufescens	cbOrtRufe2	1	31	NA	NA	NA	NA	NA	277763636	70434175	70565962	207070089	207457532	87.3685	93.4206	1.62753	1.62753
Orthotrichum_anomalum	cbOrtAnom1	2	31	99.1856	99.3625	0.63753	0.814379	NA	424107525	127812171	128690060	294848780	296873973	73.4545	95.0959	0.991982	0.991982
Orthotrichum_lyellii	cbOrtLyel3	1	31	NA	NA	NA	NA	NA	367174601	142333118	143658651	223147530	225225679	67.7198	85.5664	1.70081	1.70081
Orthotrichum_pulchellum	cbOrtPulc3	2	31	0	100	0	100	NA	123268635	21688311	21791288	101289063	101769992	84.5108	90.1133	1.80043	1.80043
Orthotrichum_striatum	cbOrtStri1	2	31	99.4397	99.4811	0.518942	0.560274	NA	414577820	117000197	117344700	296969060	297843474	87.1804	95.9968	2.00517	2.00517
Phaeoceros_laevis	cnPhaLaev4	2	31	98.338	98.5455	1.45455	1.662	NA	62763880	40290769	41114965	21844024	22290870	45.9602	54.1382	3.46511	3.46511
Physcomitrium_patens	cbPhyPate1	2	31	91.1162	96.7182	3.28184	8.88384	NA	348344875	169682798	172380449	175936382	178733453	73.8913	84.4778	2.61053	2.61053
Plagiochila_asplenioides	cjPlaAspl1	2	31	96.5057	97.3469	2.6531	3.49435	NA	32470529	26774873	28606457	4656162	4974676	40.6316	83.3207	4.31978	4.31978
Plagiochila_carringtonii	cjPlaCarr2	2	31	91.5466	96.6282	3.37178	8.45345	NA	336203637	175250878	177500989	158821798	160860969	66.8573	81.6883	1.81317	1.81317
Plagiothecium_denticulatum	cbPlaDent2	1	31	NA	NA	NA	NA	NA	377744379	107197291	107471574	270065059	270756067	86.7437	91.3497	0.544966	0.544966
Pleuridium_subulatum	cbPleSubu5	2	31	0	100	0	100	NA	72646290	12638903	12871923	59349830	60444048	85.3583	94.6402	4.35673	4.35673
Pleurozia_purpurea	cjPlePurp2	2	31	99.6563	99.7301	0.269895	0.343679	NA	1153227112	634601577	636882155	516560770	518417142	73.4477	95.911	0.902332	0.902332
Pogonatum_aloides	cbPogAloi2	2	31	99.8253	99.8556	0.144414	0.17472	NA	502386309	170939728	171385719	330792910	331655967	78.9036	93.4259	0.398357	0.398357
Pogonatum_urnigerum	cbPogUrni1	2	31	98.307	98.4774	1.52261	1.69298	NA	56308	16410	16742	39340	40135	62.6929	79.2892	7.3736	7.3736
Pohlia_annotina	cbPohAnno2	1	31	NA	NA	NA	NA	NA	327453808	73869905	74479363	252244140	254325262	80.8314	87.113	0.66982	0.66982
Pohlia_cruda	cbPohCrud1	1	31	NA	NA	NA	NA	NA	402573095	182947247	184593410	217830820	219790865	73.7968	88.7721	0.775257	0.775257
Pohlia_nutans	cbPohNuta1	2	31	99.6025	99.6448	0.355218	0.39749	NA	683204660	298185129	299692645	383301201	385239033	76.3264	90.4636	0.187698	0.187698
Pohlia_wahlenbergii	cbPohWahl2	2	31	99.5831	99.6168	0.383214	0.416869	NA	318280953	96945520	97318857	220724935	221574946	81.2964	89.2596	0.263081	0.263081
Polytrichastrum_sexangulare	cbPolSexa1	2	31	94.9566	95.194	4.80599	5.04342	NA	393447400	149229257	149643008	243674218	244349825	85.1965	92.4854	0.474491	0.474491
Polytrichum_commune	cbPolComm101	2	31	99.861	99.8844	0.11559	0.139002	NA	411442217	108332614	108552452	302692983	303307231	84.2742	94.257	0.388664	0.388664
Polytrichum_commune	cbPolComm4	2	31	45.548	100	0	54.452	NA	187788479	55247456	55573459	131990224	132769069	67.7467	91.8303	0.767198	0.767198
Polytrichum_commune	cbPolComm53	2	31	99.9201	99.937	0.0630179	0.0799145	NA	417060657	111267434	111420418	305506904	305926952	86.6331	97.4962	0.228208	0.228208
Polytrichum_formosum	cbPolForo1	1	31	NA	NA	NA	NA	NA	479552502	183776603	183985868	295503177	295839666	85.7354	95.6213	0.356858	0.356858
Polytrichum_juniperinum	cbPolJuni2	1	31	NA	NA	NA	NA	NA	407101787	128072669	128328320	278623612	279179783	88.2818	98.0982	0.310903	0.310903
Polytrichum_piliferum	cbPolPili2	2	31	99.8319	99.85	0.150039	0.168081	NA	427819608	124009762	124248999	303397969	303983279	87.592	96.0197	0.138601	0.138601
Polytrichum_strictum	cbPolStri2	1	31	NA	NA	NA	NA	NA	306639510	64159603	64348651	242029472	242742621	85.9854	93.0024	0.329777	0.329777
Porella_arboris_vitae	cjPorArbo10	1	31	NA	NA	NA	NA	NA	688769916	423245802	438053530	253882708	262765079	51.3983	72.8876	2.45918	2.45918
Porella_arboris_vitae	cjPorArbo1	1	31	NA	NA	NA	NA	NA	970408631	461511407	473206868	496905243	509497642	63.6771	90.2975	1.17852	1.17852
Porella_arboris_vitae	cjPorArbo2	2	31	76.6965	100	0	23.3035	NA	459584051	215223766	219655122	239724426	244660239	67.002	85.5318	1.28953	1.28953
Porella_cordaeana	cjPorCord2	2	31	96.8637	97.2124	2.78758	3.13634	NA	241095345	195114780	201841764	41962952	43409711	53.2645	83.7562	2.29817	2.29817
Pseudisothecium_interludens	cbPseInte1	1	31	NA	NA	NA	NA	NA	355088413	94873089	95044326	259895452	260364537	87.6843	92.258	0.461438	0.461438
Pseudoscleropodium_purum	cbPsePuru1	2	31	99.9063	99.9189	0.0811359	0.0936604	NA	327225333	61034601	61092754	266034993	266288466	91.0766	95.8993	0.88144	0.88144
Pseudotaxiphyllum_elegans	cbPseEleg4	1	31	NA	NA	NA	NA	NA	296751688	56539719	56693064	239810637	240461044	88.5267	91.6906	0.258053	0.258053
Pterigynandrum_filiforme	cbPteFili1	1	31	NA	NA	NA	NA	NA	289070664	62397916	62516966	226397512	226829459	87.5373	95.2009	0.69478	0.69478
Ptilidium_ciliare	cjPtiCili3	2	31	90.6004	96.9653	3.03466	9.39959	NA	398031021	225373068	230183953	168498494	172095316	59.3444	76.6208	1.70837	1.70837
Ptilium_crista_castrensis	cbPtiCris1	1	31	NA	NA	NA	NA	NA	318000511	89568907	89660882	228268501	228502900	89.1766	94.3188	0.35877	0.35877
Ptychomitrium_polyphyllum	cbPtyPoly4	2	31	99.2053	99.2402	0.759817	0.794695	NA	212628375	37196950	37304306	175125470	175630907	87.4495	95.1088	2.10206	2.10206
Ptychostomum_cyclophyllum	cbPtyCycl2	2	31	99.6413	99.672	0.327965	0.358685	NA	393453223	159287895	159675111	233688262	234256339	81.2119	95.0917	1.49045	1.49045
Ptychostomum_pallens	cbPtyPale2	2	31	99.744	99.7733	0.226676	0.255951	NA	354234437	149908853	150351920	203803643	204406001	78.9472	91.6525	0.301448	0.301448
Racomitrium_heterostichum	cbRacHete1	2	31	18.1979	100	0	81.8021	NA	102089671	31678516	31812791	70195705	70493242	73.7742	91.3181	1.68649	1.68649
Radula_complanata	cjRadComp1	2	31	92.6948	96.0421	3.95788	7.30524	NA	393104031	197640110	198846059	194271885	195457281	74.5281	90.115	0.636118	0.636118
Rhabdoweisia_crispata	cbRhaCris3	2	31	99.508	99.5539	0.446136	0.491968	NA	274744595	75434608	75584510	199037545	199433069	86.5901	96.4333	1.25138	1.25138
Rhodobryum_roseum	cbRhoRose1	1	31	NA	NA	NA	NA	NA	791598946	491116810	501853006	292014755	298398425	53.9514	86.2015	1.17995	1.17995
Rhynchostegiella_tenella	cbRhyTene4	1	31	NA	NA	NA	NA	NA	314887684	58265871	58340534	256420319	256748902	88.729	97.9848	0.799459	0.799459
Rhynchostegium_confertum	cbRhyConf1	1	31	NA	NA	NA	NA	NA	304524097	54371552	54629415	249433834	250616802	86.8361	97.8717	1.14752	1.14752
Rhynchostegium_megapolitanum	cbRhyMega1	1	31	NA	NA	NA	NA	NA	313545355	35080053	35131318	278236536	278643138	92.2708	96.4839	0.561755	0.561755
Rhynchostegium_riparioides	cbRhyRipa3	1	31	NA	NA	NA	NA	NA	181944	48544	49565	131526	134292	56.8925	61.6044	9.9979	9.9979
Rhytidiadelphus_loreus	cbRhyLore1	2	31	99.9446	99.9702	0.0298058	0.0554209	NA	415201109	145409155	145574328	269556404	269862598	71.0494	97.7852	0.405996	0.405996
Rhytidium_rugosum	cbRhyRugo6	2	31	99.7531	99.7731	0.226909	0.246891	NA	325200738	62642679	62753861	262269977	262735471	86.241	94.9943	0.86352	0.86352
Riccardia_palmata	cjRicPalm2	2	31	93.3951	96.467	3.53297	6.60492	NA	516971858	377380400	383796639	135270139	137570009	55.4246	79.1135	0.978499	0.978499
Riccia_beyrichiana	cmRicBeyr9	2	31	84.8209	100	0	15.1791	NA	257731248	139074747	140887738	116998215	118523414	67.8006	84.0687	1.47396	1.47396
Riccia_sorocarpa	cmRicSoro2	2	31	53.6097	100	0	46.3903	NA	213190172	101794024	103368108	109772924	111470388	68.3833	86.4785	1.8435	1.8435
Rosulabryum_capillare	cbRosCapi1	2	31	0	100	0	100	NA	173906198	71714224	71995304	101852497	102251702	81.1034	82.0717	0.522759	0.522759
Sanionia_uncinata	cbSanUnci1	2	31	99.2578	99.4888	0.511189	0.742213	NA	244075	66863	68086	175020	178220	73.8249	78.6728	9.00505	9.00505
Sarmentypnum_exannulatum	cbSarExan1	1	31	NA	NA	NA	NA	NA	337694334	94283758	95511466	241240208	244381497	78.2692	96.7804	1.226	1.226
Sarmentypnum_sarmentosum	cbSarSarm3	1	31	NA	NA	NA	NA	NA	369018961	93821452	95278946	272375044	276606325	79.193	95.7345	2.43009	2.43009
Scapania_compacta	cjScaComp1	2	31	21.886	100	0	78.114	NA	183199466	46407890	46570543	136471653	136949966	83.6942	89.2999	1.05661	1.05661
Scapania_gracilis	cjScaGrac1	2	31	94.9103	95.0472	4.9528	5.08972	NA	223457841	82160686	82443806	140913467	141399045	84.3568	96.9052	1.95572	1.95572
Scapania_irrigua	cjScaIrri2	2	31	99.8776	99.9082	0.0918254	0.122377	NA	379635750	127771023	127950461	251598526	251951864	83.0223	97.7849	0.566037	0.566037
Scapania_ornithopodioides	cjScaOrni3	2	31	81.3151	100	0	18.6849	NA	428319780	228482462	232755938	195905271	199569432	59.2895	83.6613	0.809295	0.809295
Scapania_uliginosa	cjScaUlig1	2	31	99.44	99.5652	0.43482	0.559955	NA	431821835	192673364	193287920	238461985	239222590	78.674	97.7935	1.449	1.449
Scapania_undulata	cjScaUndu1	2	31	99.0463	99.6386	0.36143	0.953694	NA	451327326	228243265	231143530	220252554	223051282	62.7983	98.3698	1.42788	1.42788
Schistidium_strictum	cbSchStri1	2	31	99.7152	99.7358	0.264159	0.284829	NA	236237549	56519179	56595045	179560032	179801055	88.9988	96.8456	1.28348	1.28348
Sciuro_hypnum_glaciale	cbSciGlac3	2	31	96.1385	97.0639	2.93614	3.86145	NA	12080303	9537244	10146813	2180197	2319543	48.8672	86.5231	5.40795	5.40795
Sciuro_hypnum_plumosum	cbSciPlum3	1	31	NA	NA	NA	NA	NA	311852650	64261782	64375573	247315251	247753182	87.0836	95.8232	0.343227	0.343227
Scorpidium_scorpioides	cbScoScor3	2	31	43.7573	100	0	56.2427	NA	108806379	35098260	36012904	72326404	74211197	71.7972	80.4328	1.61972	1.61972
Solenostoma_gracillimum	cjSolGrac2	2	31	97.897	97.9742	2.02584	2.10299	NA	130805612	54974565	55455243	75264145	75922228	70.0589	84.2929	3.25633	3.25633
Sphagnum_angustifolium	csSphAngu3	2	31	97.0676	97.5397	2.46029	2.93237	NA	2771819	1756201	1915360	900455	982060	46.6386	90.5088	9.02686	9.02686
Sphagnum_capillifolium	csSphCapi1	2	31	74.2123	100	0	25.7877	NA	157055515	45361480	46098226	110438997	112232710	71.0668	77.5961	3.76063	3.76063
Sphagnum_compactum	csSphComp2	2	31	51.8908	100	0	48.1092	NA	189928638	34077546	34539074	154582133	156675709	88.6721	94.8961	2.5641	2.5641
Sphagnum_contortum	csSphCont2	2	31	99.4551	99.4867	0.51326	0.54487	NA	380684271	53641604	53754006	326644654	327329111	88.0757	93.0049	0.950529	0.950529
Sphagnum_fallax	csSphFall11	2	31	79.6192	100	0	20.3808	NA	63211631	33486599	34530667	28769400	29666392	48.1438	54.3061	5.21817	5.21817
Sphagnum_fimbriatum	csSphFimb3	2	31	90.2955	96.3714	3.62864	9.70448	NA	143681627	60581513	61812782	81669094	83328950	63.8358	70.5815	4.08254	4.08254
Sphagnum_girgensohnii	csSphGirg1	1	31	NA	NA	NA	NA	NA	388635558	64627353	64735602	323683273	324225433	88.3194	96.8973	0.936192	0.936192
Sphagnum_inundatum	csSphInun1	1	31	NA	NA	NA	NA	NA	28750578	20736488	21799862	7312879	7687885	47.0805	85.8452	6.5208	6.5208
Sphagnum_lindbergii	csSphLind2	2	31	40.2655	100	0	59.7345	NA	199032468	36484254	36594231	162249139	162738215	88.2166	95.1129	1.29344	1.29344
Sphagnum_medium	csSphMedi1	2	31	99.1441	99.188	0.811973	0.855858	NA	596330859	101520979	101801157	493989265	495352581	86.6386	93.5538	1.40524	1.40524
Sphagnum_palustre	csSphPalu1	2	31	94.0489	94.4131	5.58686	5.95111	NA	414006064	110061687	111670792	300961595	305361662	90.1368	97.4483	1.09845	1.09845
Sphagnum_papillosum	csSphPapi3	2	31	96.8433	97.635	2.36502	3.15668	NA	249611218	169186255	177186469	74789818	78326361	54.4768	58.8267	2.97708	2.97708
Sphagnum_riparium	csSphRipa1	2	31	0	100	0	100	NA	196270237	24653876	24678897	171516867	171690935	93.6454	96.497	0.915512	0.915512
Sphagnum_rubellum	csSphRube1	2	31	18.9683	100	0	81.0317	NA	203643657	40651877	40932679	162293272	163414310	85.1643	93.3586	1.5751	1.5751
Sphagnum_squarrosum	csSphSqua2	1	31	NA	NA	NA	NA	NA	384878709	40899841	41184231	342650012	345032573	83.3527	85.7255	0.862437	0.862437
Sphagnum_tenellum	csSphTene1	2	31	99.3761	99.3959	0.60413	0.623865	NA	372644046	51353378	51442737	320967014	321525527	90.8496	95.8923	1.09957	1.09957
Sphagnum_teres	csSphTere1	2	31	99.8742	99.8931	0.106935	0.125839	NA	467083539	90445207	90579597	376291834	376850955	89.1126	94.8594	0.853587	0.853587
Splachnum_sphaericum	cbSplSpha4	2	31	99.5389	99.6227	0.377257	0.461069	NA	199756970	75683761	76271013	123304190	124260943	72.6829	95.7731	0.891494	0.891494
Stereodon_callichrous	cbSteCall4	2	31	0	100	0	100	NA	139313132	32006489	32063067	107183729	107373197	84.2203	94.1847	0.950946	0.950946
Straminergon_stramineum	cbStrStra4	1	31	NA	NA	NA	NA	NA	323467443	62193365	62268593	261078685	261394480	88.7274	97.4524	0.89861	0.89861
Syntrichia_papillosa	cbSynPapi1	2	31	99.4592	99.489	0.510967	0.540788	NA	597908028	281415407	282403672	315446439	316554213	84.4106	93.837	1.56026	1.56026
Syntrichia_papillosa	cbSynPapi4	2	31	99.6445	99.6856	0.314374	0.355508	NA	516914847	232031277	233176560	283614116	285014007	83.7859	92.1869	1.14306	1.14306
Syntrichia_ruraliformis	cbSynRurl1	2	31	0	100	0	100	NA	157707438	51765655	51986290	105607120	106057236	82.9875	87.7931	0.940392	0.940392
Tetraplodon_mnioides	cbTetMnio3	2	31	99.0816	99.1293	0.870711	0.918372	NA	353181488	123835951	124506774	228394093	229631312	81.6538	92.7133	1.0975	1.0975
Thamnobryum_alopecurum	cbThaAlop2	2	31	99.8132	99.8261	0.173855	0.18682	NA	452295382	137115644	137267684	314929253	315278461	75.7883	96.7557	0.72042	0.72042
Thuidium_delicatulum	cbThuDeli2	1	31	NA	NA	NA	NA	NA	328952094	83444014	83848273	244715089	245900654	79.5844	97.5698	0.775176	0.775176
Thuidium_tamariscinum	cbThuTama2	2	31	99.8777	99.896	0.104022	0.122301	NA	373174601	91922311	92014759	281064825	281347495	80.2851	98.3722	0.877307	0.877307
Tortella_tortuosa	cbTorTort1	2	31	99.6236	99.6514	0.348609	0.376379	NA	273330379	63449065	63600321	209556292	210055854	84.4331	94.2485	1.03145	1.03145
Tricholepidozia_tetradactyla	cjTriTetr1	2	31	99.8601	99.8802	0.119836	0.139866	NA	518626035	177707628	178031287	340446979	341067035	83.4932	95.1461	0.367266	0.367266
Trichostomum_littorale	cbTriLitt2	1	31	NA	NA	NA	NA	NA	264837647	58782953	58978768	205615050	206299987	86.9538	94.9369	1.00648	1.00648
Ulota_crispa	cbUloCris4	1	31	NA	NA	NA	NA	NA	254781245	40681882	40746688	213896754	214237488	90.9644	96.3846	0.939452	0.939452
Ulota_phyllantha	cbUloPhyl1	2	31	99.4705	99.6589	0.341051	0.529488	NA	348499247	96956440	97780509	250074275	252199751	78.6534	95.6317	1.0614	1.0614
