species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Sparganium erectum	lpSpaErec1.hap2.1	Scaffold	470300028	470280428	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466
Sparganium erectum	lpSpaErec1.hap2.2	Scaffold	470300028	470280428	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466
Sparganium erectum	lpSpaErec1.hap1.1	Chromosome	485592283	485559883	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466
Sparganium erectum	lpSpaErec1.hap1.2	Chromosome	485592283	485559883	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466
Spergula arvensis	dcSpeArve1.hap1.1	Chromosome	348066997	348055097	dcSpeArve1	2	31	99.9793	100	0	0.0207003	361839438	362498225	145643094	145908261	216196344	216589964	82.9214	96.8518	0.0716504	0.0716504
Spergula arvensis	dcSpeArve1.hap2.1	Scaffold	343863668	343853668	dcSpeArve1	2	31	99.9793	100	0	0.0207003	361839438	362498225	145643094	145908261	216196344	216589964	82.9214	96.8518	0.0716504	0.0716504
Spergularia bocconei	dcSpeBocc1.1 alternate haplotype	Contig	1362282	1362282	dcSpeBocc1	2	31	83.2375	100	0	16.7625	268072860	268379316	107329217	107451914	160743643	160927402	87.8229	94.1864	0.18627	0.18627
Spergularia bocconei	dcSpeBocc1.1	Chromosome	466152782	466113582	dcSpeBocc1	2	31	83.2375	100	0	16.7625	268072860	268379316	107329217	107451914	160743643	160927402	87.8229	94.1864	0.18627	0.18627
Spergularia marina	dcSpeMari1.1 alternate haplotype	Contig	2910661	2910661	dcSpeMari1	2	31	94.3274	94.5535	5.44647	5.67263	274120375	274471781	117141034	117291202	156979340	157180579	85.8954	94.6738	0.139006	0.139006
Spergularia marina	dcSpeMari1.1	Chromosome	499288027	499246199	dcSpeMari1	2	31	94.3274	94.5535	5.44647	5.67263	274120375	274471781	117141034	117291202	156979340	157180579	85.8954	94.6738	0.139006	0.139006
Sphagnum contortum	csSphCont2.1	Chromosome	371715723	371641904	csSphCont2	2	31	99.4551	99.4867	0.51326	0.54487	380286258	381083117	53641605	53754006	326644654	327329111	88.0757	93.0049	0.950529	0.950529
Sphagnum contortum	csSphCont2.2	Chromosome	370554578	370480959	csSphCont2	2	31	99.4551	99.4867	0.51326	0.54487	380286258	381083117	53641605	53754006	326644654	327329111	88.0757	93.0049	0.950529	0.950529
Sphagnum girgensohnii	csSphGirg1.1	Chromosome	432376067	432297867	csSphGirg1	1	31					388310626	388961035	64627353	64735602	323683273	324225433	88.3194	96.8973	0.936192	0.936192
Sphagnum lindbergii	csSphLind2.1	Chromosome	401155127	401070267	csSphLind2	2	31	40.2657	100	0	59.7343	198733395	199332446	36484254	36594230	162249140	162738216	88.2166	95.1129	1.29344	1.29344
Sphagnum palustre	csSphPalu1.1	Chromosome	842997006	842559606	csSphPalu1	2	31	94.0489	94.4131	5.58686	5.95111	411023282	417032453	110061686	111670791	300961596	305361662	90.1368	97.4483	1.09845	1.09845
Sphagnum riparium	csSphRipa1.1	Chromosome	379005135	378969601	csSphRipa1	2	31	0	100	0	100	196170743	196369832	24653875	24678895	171516868	171690936	93.6454	96.497	0.915512	0.915512
Sphagnum rubellum	csSphRube1.1	Chromosome	426281820	426219470	csSphRube1	2	31	18.9634	100	0	81.0366	202945158	204346997	40651897	40932699	162293261	163414299	85.1643	93.3586	1.5751	1.5751
Sphagnum tenellum	csSphTene1.1	Chromosome	382797331	382671331	csSphTene1	2	31	99.3761	99.3959	0.60413	0.623865	372320392	372968264	51353377	51442737	320967014	321525527	90.8496	95.8923	1.09957	1.09957
Sphagnum tenellum	csSphTene1.2	Chromosome	386159381	386031581	csSphTene1	2	31	99.3761	99.3959	0.60413	0.623865	372320392	372968264	51353377	51442737	320967014	321525527	90.8496	95.8923	1.09957	1.09957
Sphagnum teres	csSphTere1.1	Chromosome	397186037	397165163	csSphTere1	2	31	99.8742	99.8931	0.106935	0.125839	466737041	467430552	90445207	90579597	376291834	376850955	89.1126	94.8594	0.853587	0.853587
Spinacia oleracea	dcSpiOler1.hap1.1	Chromosome	915217372	915216172	dcSpiOler1	2	31	99.8478	99.8927	0.107265	0.152193	917359175	920310279	567964079	569791195	349395096	350519085	72.6367	97.5973	0.0754707	0.0754707
Spinacia oleracea	dcSpiOler1.hap2.1	Scaffold	915470963	915469963	dcSpiOler1	2	31	99.8478	99.8927	0.107265	0.152193	917359175	920310279	567964079	569791195	349395096	350519085	72.6367	97.5973	0.0754707	0.0754707
Splachnum sphaericum	cbSplSpha4.1	Chromosome	175374463	175320863	cbSplSpha4	2	31	99.5389	99.6227	0.377257	0.461069	198987951	200531956	75683761	76271013	123304191	124260943	72.6829	95.7731	0.891494	0.891494
Stachys alpina	daStaAlpi1.hap1.1	Chromosome	744297240	744272540	daStaAlpi1	2	31	99.8892	99.9213	0.0787305	0.110831	774277262	776354632	466485230	467736800	307792032	308617832	73.7131	94.1175	0.119456	0.119456
Stachys alpina	daStaAlpi1.hap2.1	Scaffold	741278310	741260310	daStaAlpi1	2	31	99.8892	99.9213	0.0787305	0.110831	774277262	776354632	466485230	467736800	307792032	308617832	73.7131	94.1175	0.119456	0.119456
Straminergon stramineum	cbStrStra4.1	Chromosome	326253176	326150176	cbStrStra4	1	31					323272050	323663073	62193365	62268593	261078685	261394480	88.7274	97.4524	0.89861	0.89861
Stuckenia pectinata	laStuPect1.hap2.1	Scaffold	668038913	668017913	laStuPect1	2	31	97.7638	97.8235	2.17647	2.23623	724266587	728516514	367599312	369756350	356667275	358760164	78.3246	97.4284	0.939436	0.939436
Stuckenia pectinata	laStuPect1.hap1.1	Chromosome	881297837	881260237	laStuPect1	2	31	97.7638	97.8235	2.17647	2.23623	724266587	728516514	367599312	369756350	356667275	358760164	78.3246	97.4284	0.939436	0.939436
Succisa pratensis	daSucPrat4.hap1.1	Chromosome	2353071396	2352872996	daSucPrat4	2	31	98.8183	98.8901	1.10993	1.18166	2376841666	2399136213	1756702559	1773180261	620139107	625955952	57.8678	96.3998	0.0989765	0.0989765
Succisa pratensis	daSucPrat4.hap1.2	Chromosome	2353071396	2352872996	daSucPrat4	2	31	98.8183	98.8901	1.10993	1.18166	2376841666	2399136213	1756702559	1773180261	620139107	625955952	57.8678	96.3998	0.0989765	0.0989765
Succisa pratensis	daSucPrat4.hap2.1	Scaffold	2317382097	2317179697	daSucPrat4	2	31	98.8183	98.8901	1.10993	1.18166	2376841666	2399136213	1756702559	1773180261	620139107	625955952	57.8678	96.3998	0.0989765	0.0989765
Succisa pratensis	daSucPrat4.hap2.2	Scaffold	2317382097	2317179697	daSucPrat4	2	31	98.8183	98.8901	1.10993	1.18166	2376841666	2399136213	1756702559	1773180261	620139107	625955952	57.8678	96.3998	0.0989765	0.0989765
Syntrichia ruraliformis	cbSynRurl1.1	Chromosome	340050964	339968096	cbSynRurl1	2	31	0	100	0	100	157372775	158043526	51765655	51986289	105607121	106057237	82.9875	87.7931	0.940392	0.940392
Syringa vulgaris	daSyrVulg1.hap1.1	Chromosome	1082788587	1082750387	daSyrVulg1	2	31	98.8153	98.8391	1.16091	1.18467	1163865081	1165956266	538928043	539896366	624937039	626059900	82.1784	93.7577	0.0991286	0.0991286
Syringa vulgaris	daSyrVulg1.hap2.1	Scaffold	1090997199	1090968385	daSyrVulg1	2	31	98.8153	98.8391	1.16091	1.18467	1163865081	1165956266	538928043	539896366	624937039	626059900	82.1784	93.7577	0.0991286	0.0991286
Tamarix gallica	dcTamGall1.hap1.1	Chromosome	1404817697	1404681297	dcTamGall1	2	31	94.6465	94.8524	5.14763	5.35349	1407476559	1418817672	507346286	511434362	900130273	907383310	82.8926	96.7497	0.197383	0.197383
Tamarix gallica	dcTamGall1.hap2.1	Scaffold	1536145329	1535945929	dcTamGall1	2	31	94.6465	94.8524	5.14763	5.35349	1407476559	1418817672	507346286	511434362	900130273	907383310	82.8926	96.7497	0.197383	0.197383
Tanacetum parthenium	daTanPart1.hap1.1	Chromosome	2124182004	2123985604	daTanPart1	2	31	99.8967	100	0	0.103309	3633116202	3675264661	2211114696	2236766250	1422001506	1438498411	65.5042	83.9504	0.120004	0.120004
Tanacetum parthenium	daTanPart1.hap2.1	Scaffold	2116488610	2116289210	daTanPart1	2	31	99.8967	100	0	0.103309	3633116202	3675264661	2211114696	2236766250	1422001506	1438498411	65.5042	83.9504	0.120004	0.120004
Tanacetum vulgare	daTanVulg1.hap1.1	Chromosome	4610354873	4609861235	daTanVulg1	6	31					1533467242	1555271856	1207097237	1224261144	326370005	331010712	70.9251	91.7435	0.185867	0.185867
Tanacetum vulgare	daTanVulg1.hap2.1	Scaffold	4806391546	4805732355	daTanVulg1	6	31					1533467242	1555271856	1207097237	1224261144	326370005	331010712	70.9251	91.7435	0.185867	0.185867
Tetraplodon mnioides	cbTetMnio3.1	Chromosome	216670180	216591378	cbTetMnio3	2	31	99.0816	99.1293	0.870711	0.918372	352230044	354138086	123835951	124506775	228394092	229631311	81.6538	92.7133	1.0975	1.0975
Teucrium botrys	daTeuBotr5.1 alternate haplotype	Scaffold	28597756	28591956	daTeuBotr5	2	31	99.8786	99.8958	0.104176	0.121416	315019181	315605481	148418028	148694257	166601153	166911224	82.4008	98.3274	0.0964978	0.0964978
Teucrium botrys	daTeuBotr5.1	Chromosome	232474983	232408983	daTeuBotr5	2	31	99.8786	99.8958	0.104176	0.121416	315019181	315605481	148418028	148694257	166601153	166911224	82.4008	98.3274	0.0964978	0.0964978
Teucrium scorodonia	daTeuScoo1.hap1.1	Chromosome	1035126113	1035068313	daTeuScoo1	2	31	99.1744	99.2233	0.776716	0.825597	1038098482	1042556875	623124496	625800672	414973986	416756204	69.2459	96.6855	0.137668	0.137668
Teucrium scorodonia	daTeuScoo1.hap1.2	Chromosome	1035126113	1035068313	daTeuScoo1	2	31	99.1744	99.2233	0.776716	0.825597	1038098482	1042556875	623124496	625800672	414973986	416756204	69.2459	96.6855	0.137668	0.137668
Teucrium scorodonia	daTeuScoo1.hap2.1	Scaffold	990784638	990735638	daTeuScoo1	2	31	99.1744	99.2233	0.776716	0.825597	1038098482	1042556875	623124496	625800672	414973986	416756204	69.2459	96.6855	0.137668	0.137668
Teucrium scorodonia	daTeuScoo1.hap2.2	Scaffold	990784638	990735638	daTeuScoo1	2	31	99.1744	99.2233	0.776716	0.825597	1038098482	1042556875	623124496	625800672	414973986	416756204	69.2459	96.6855	0.137668	0.137668
Thalictrum minus	dmThaMinu1.hap1.1	Chromosome	994333314	994278314	dmThaMinu1	6	31					311748721	312635786	165329289	165799725	146419432	146836061	87.168	94.9016	0.0935184	0.0935184
Thalictrum minus	dmThaMinu1.hap2.1	Scaffold	1008428882	1008390882	dmThaMinu1	6	31					311748721	312635786	165329289	165799725	146419432	146836061	87.168	94.9016	0.0935184	0.0935184
Thuidium delicatulum	cbThuDeli2.1	Chromosome	334590555	334584155	cbThuDeli2	1	31					328159108	329748931	83444014	83848273	244715094	245900658	79.5844	97.5698	0.775176	0.775176
Thuidium tamariscinum	cbThuTama2.1	Chromosome	266565162	266557862	cbThuTama2	2	31	45.7566	100	0	54.2434	180258623	180574907	46148238	46229210	134110386	134345697	84.7347	93.6408	0.977216	0.977216
Thuidium tamariscinum	cbThuTama2.2	Chromosome	363012664	363003664	cbThuTama2	2	31	45.7566	100	0	54.2434	180258623	180574907	46148238	46229210	134110386	134345697	84.7347	93.6408	0.977216	0.977216
Tilia cordata	ddTilCord2.1 alternate haplotype	Contig	873662102	873662102	ddTilCord2	2	31	99.0968	99.1141	0.885885	0.903156	949359119	950866604	341778823	342321532	607580296	608545072	85.0683	96.6592	0.153365	0.153365
Tilia cordata	ddTilCord2.1	Chromosome	910254225	910221425	ddTilCord2	2	31	99.0968	99.1141	0.885885	0.903156	949359119	950866604	341778823	342321532	607580296	608545072	85.0683	96.6592	0.153365	0.153365
Torilis japonica	drTorJapo1.hap1.1	Chromosome	551348505	551325605	drTorJapo1	2	31	99.9241	99.9489	0.0511357	0.0759153	565521717	566607475	272314074	272836896	293207643	293770579	78.3809	94.2845	0.122667	0.122667
Torilis japonica	drTorJapo1.hap1.2	Chromosome	551348505	551325605	drTorJapo1	2	31	99.9241	99.9489	0.0511357	0.0759153	565521717	566607475	272314074	272836896	293207643	293770579	78.3809	94.2845	0.122667	0.122667
Torilis japonica	drTorJapo1.hap2.1	Chromosome	531822686	531798486	drTorJapo1	2	31	99.9241	99.9489	0.0511357	0.0759153	565521717	566607475	272314074	272836896	293207643	293770579	78.3809	94.2845	0.122667	0.122667
Torilis japonica	drTorJapo1.hap2.2	Chromosome	531822686	531798486	drTorJapo1	2	31	99.9241	99.9489	0.0511357	0.0759153	565521717	566607475	272314074	272836896	293207643	293770579	78.3809	94.2845	0.122667	0.122667
Tortella tortuosa	cbTorTort1.1	Chromosome	291853234	291753634	cbTorTort1	2	31	99.6236	99.6514	0.348609	0.376379	273005357	273656175	63449064	63600320	209556293	210055854	84.4331	94.2485	1.03145	1.03145
Tragopogon pratensis	daTraPrat1.hap1.1	Chromosome	2070495301	2070349883	daTraPrat1	2	31	87.3581	99.2744	0.72561	12.6419	1069057509	1078373985	730689796	737057511	338367713	341316473	57.2295	83.612	0.147994	0.147994
Tragopogon pratensis	daTraPrat1.hap2.1	Scaffold	2042831631	2042713831	daTraPrat1	2	31	87.3581	99.2744	0.72561	12.6419	1069057509	1078373985	730689796	737057511	338367713	341316473	57.2295	83.612	0.147994	0.147994
Tricholepidozia tetradactyla	cjTriTetr1.1	Chromosome	480682534	480669734	cjTriTetr1	2	31	99.8601	99.8802	0.119836	0.139866	518154607	519098323	177707628	178031287	340446979	341067035	83.4932	95.1461	0.367266	0.367266
Trichophorum cespitosum	lpTriCesp1.1 alternate haplotype	Scaffold	260398359	260398159	lpTriCesp1	2	31	99.6534	99.6942	0.305767	0.346638	362349144	363233915	156125516	156506737	206223628	206727178	76.5952	96.7299	0.112454	0.112454
Trichophorum cespitosum	lpTriCesp1.2 alternate haplotype	Scaffold	260398359	260398159	lpTriCesp1	2	31	99.6534	99.6942	0.305767	0.346638	362349144	363233915	156125516	156506737	206223628	206727178	76.5952	96.7299	0.112454	0.112454
Trichophorum cespitosum	lpTriCesp1.1	Chromosome	317897495	317876095	lpTriCesp1	2	31	99.6534	99.6942	0.305767	0.346638	362349144	363233915	156125516	156506737	206223628	206727178	76.5952	96.7299	0.112454	0.112454
Trichostomum littorale	cbTriLitt2.1	Chromosome	271058753	270983053	cbTriLitt2	1	31					264398003	265278755	58782952	58978768	205615051	206299987	86.9538	94.9369	1.00648	1.00648
Trifolium bocconei	drTriBocc1.hap1.1	Chromosome	611980450	611916650	drTriBocc1	2	31	99.7762	100	0	0.223842	686029064	689200832	391994139	393806474	294034925	295394358	73.9936	97.6721	0.0628755	0.0628755
Trifolium bocconei	drTriBocc1.hap2.1	Chromosome	574933397	574873197	drTriBocc1	2	31	99.7762	100	0	0.223842	686029064	689200832	391994139	393806474	294034925	295394358	73.9936	97.6721	0.0628755	0.0628755
Trifolium dubium	drTriDubi3.1 alternate haplotype	Contig	21729920	21729920	drTriDubi3	4	31					367881571	368723682	169475481	169863424	198406090	198860258	85.5414	95.5492	0.152191	0.152191
Trifolium dubium	drTriDubi3.1	Chromosome	679057308	678940108	drTriDubi3	4	31					367881571	368723682	169475481	169863424	198406090	198860258	85.5414	95.5492	0.152191	0.152191
Trifolium fragiferum	drTriFrag1.1 alternate haplotype	Contig	422321716	422321716	drTriFrag1	2	31	99.3358	99.4185	0.581536	0.664159	544561853	546600135	251218758	252159063	293343095	294441071	75.9067	98.4165	0.121295	0.121295
Trifolium fragiferum	drTriFrag1.1	Chromosome	511977185	511936985	drTriFrag1	2	31	99.3358	99.4185	0.581536	0.664159	544561853	546600135	251218758	252159063	293343095	294441071	75.9067	98.4165	0.121295	0.121295
Trifolium occidentale	drTriOcci1.hap1.1	Chromosome	577810552	577739552	drTriOcci1	2	31	69.1049	100	0	30.8951	298747469	299193459	162068373	162310319	136679096	136883140	80.687	85.0087	0.180455	0.180455
Trifolium occidentale	drTriOcci1.hap2.1	Scaffold	621992097	621934297	drTriOcci1	2	31	69.1049	100	0	30.8951	298747469	299193459	162068373	162310319	136679096	136883140	80.687	85.0087	0.180455	0.180455
Trifolium striatum	drTriStri1.hap1.1	Chromosome	372172512	372121512	drTriStri1	2	31	99.788	99.8277	0.172319	0.211991	434314742	435184203	170317042	170658002	263997700	264526201	82.2281	98.0376	0.0775899	0.0775899
Trifolium striatum	drTriStri1.hap2.1	Scaffold	379662616	379612416	drTriStri1	2	31	99.788	99.8277	0.172319	0.211991	434314742	435184203	170317042	170658002	263997700	264526201	82.2281	98.0376	0.0775899	0.0775899
Trifolium subterraneum	drTriSubt1.1 alternate haplotype	Contig	9805286	9805286	drTriSubt1	2	31	54.6069	100	0	45.3931	258731259	259172222	118999294	119202107	139731966	139970115	81.5231	88.4794	0.260527	0.260527
Trifolium subterraneum	drTriSubt1.1	Chromosome	483786482	483684882	drTriSubt1	2	31	54.6069	100	0	45.3931	258731259	259172222	118999294	119202107	139731966	139970115	81.5231	88.4794	0.260527	0.260527
Triglochin maritima	laTriMari1.1 alternate haplotype	Contig	1100198145	1100198145	laTriMari1	2	31	99.2105	99.2354	0.764589	0.789533	1062428505	1064317511	598001606	599064858	464426898	465252653	81.6266	91.4282	0.138065	0.138065
Triglochin maritima	laTriMari1.1	Chromosome	1062879311	1062846311	laTriMari1	2	31	99.2105	99.2354	0.764589	0.789533	1062428505	1064317511	598001606	599064858	464426898	465252653	81.6266	91.4282	0.138065	0.138065
Triglochin palustris	laTriPals1.1 alternate haplotype	Scaffold	405557890	405447265	laTriPals1	2	31	99.2241	99.2807	0.719269	0.775905	476087444	477131457	195745412	196174662	280342032	280956795	83.8446	98.5847	0.201653	0.201653
Triglochin palustris	laTriPals1.1	Chromosome	437486790	437439765	laTriPals1	2	31	99.2241	99.2807	0.719269	0.775905	476087444	477131457	195745412	196174662	280342032	280956795	83.8446	98.5847	0.201653	0.201653
Tripolium pannonicum	daTriPann2.hap1.1	Chromosome	8348753268	8347386668	daTriPann2	2	31	99.3975	99.5964	0.403577	0.602542	8448576455	8509025989	5760821475	5802040131	2687754981	2706985858	63.9894	97.8996	0.0843342	0.0843342
Tripolium pannonicum	daTriPann2.hap2.1	Scaffold	8399668565	8398286165	daTriPann2	2	31	99.3975	99.5964	0.403577	0.602542	8448576455	8509025989	5760821475	5802040131	2687754981	2706985858	63.9894	97.8996	0.0843342	0.0843342
Trocdaris verticillatum	drTroVert1.hap1.1	Chromosome	627406795	627360795	drTroVert1	2	31	99.024	99.0459	0.954123	0.975982	633080749	634170511	358798693	359416316	274282056	274754195	79.8731	96.1946	0.0985384	0.0985384
Trocdaris verticillatum	drTroVert1.hap2.1	Scaffold	626511834	626463434	drTroVert1	2	31	99.024	99.0459	0.954123	0.975982	633080749	634170511	358798693	359416316	274282056	274754195	79.8731	96.1946	0.0985384	0.0985384
Tussilago farfara	daTusFarf1.hap1.1	Chromosome	1596196676	1596088676	daTusFarf1	2	31	98.8072	98.83	1.17001	1.19275	1704721742	1707812977	963401768	965148740	741319974	742664237	82.0141	95.945	0.11715	0.11715
Tussilago farfara	daTusFarf1.hap2.1	Scaffold	1580246002	1580142402	daTusFarf1	2	31	98.8072	98.83	1.17001	1.19275	1704721742	1707812977	963401768	965148740	741319974	742664237	82.0141	95.945	0.11715	0.11715
Ulex minor	drUleMino1.hap1.1	Chromosome	878425790	878370590	drUleMino1	2	31	98.7167	98.736	1.26402	1.28334	952753657	954028507	424573040	425141148	528180617	528887359	85.2412	96.0751	0.183028	0.183028
Ulex minor	drUleMino1.hap2.1	Scaffold	877267835	877215435	drUleMino1	2	31	98.7167	98.736	1.26402	1.28334	952753657	954028507	424573040	425141148	528180617	528887359	85.2412	96.0751	0.183028	0.183028
Ulmus glabra	drUlmGlab3.hap1.1	Chromosome	1788200723	1788006523	drUlmGlab3	2	31	98.2347	98.3072	1.69281	1.76527	1841806128	1855610748	1040955222	1048757341	800850907	806853407	70.2188	97.3741	0.110795	0.110795
Ulmus glabra	drUlmGlab3.hap2.1	Scaffold	1860203247	1860016247	drUlmGlab3	2	31	98.2347	98.3072	1.69281	1.76527	1841806128	1855610748	1040955222	1048757341	800850907	806853407	70.2188	97.3741	0.110795	0.110795
Ulmus minor	drUlmMino1.hap1.1	Chromosome	1700731587	1700578574	drUlmMino1	2	31	97.6462	97.7122	2.28775	2.35378	1637175989	1652846693	895930859	904506521	741245130	748340172	71.9462	96.5403	0.169488	0.169488
Ulmus minor	drUlmMino1.hap2.1	Scaffold	1703476505	1703317705	drUlmMino1	2	31	97.6462	97.7122	2.28775	2.35378	1637175989	1652846693	895930859	904506521	741245130	748340172	71.9462	96.5403	0.169488	0.169488
Ulota crispa	cbUloCris4.1	Chromosome	274989404	274841004	cbUloCris4	1	31					254578636	254984176	40681883	40746688	213896753	214237488	90.9644	96.3846	0.939452	0.939452
